"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_dim_scale_factor","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_weight_init","hidden_layer_9_weight_init","model_architecture","output_layer_weight_init","penalty_factor","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss"
"wild-sweep-69","finished","-","","","2024-08-21T13:37:38.000Z","10","cx89v8ve","","1024","4","leaky_relu","7","true","11","0.5773818810603177","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.09956844870624458","mae","","","0.8674264249149793","false","","std","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.6372842512566472","","","146","Random","89","Random","54","He","32","Default (PyTorch)","19","Random","11","Default (PyTorch)","6","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 146 neurons
Hidden Layer 2: 89 neurons
Hidden Layer 3: 54 neurons
Hidden Layer 4: 32 neurons
Hidden Layer 5: 19 neurons
Hidden Layer 6: 11 neurons
Hidden Layer 7: 6 neurons
Output Layer: 1 neuron","Default (PyTorch)","72.58468958103082","NaN","NaN","NaN","NaN","NaN","NaN"
"sweet-sweep-185","finished","-","","","2024-08-21T14:14:48.000Z","11","cx89v8ve","","1024","4","elish","6","false","81","0.24814841770925328","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","1.0229469381456442","0.06922096326772295","huber","","","0.7211061990007448","false","","std","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.803235960993824","","","354","Default (PyTorch)","354","Default (PyTorch)","638","Default (PyTorch)","353","Default (PyTorch)","353","Default (PyTorch)","195","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 354 neurons
Hidden Layer 2: 354 neurons
Hidden Layer 3: 638 neurons
Hidden Layer 4: 353 neurons
Hidden Layer 5: 353 neurons
Hidden Layer 6: 195 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"logical-sweep-151","finished","-","","","2024-08-21T05:05:42.000Z","10","ist7tium","","1024","4","squ","4","true","37","0.3408189425206066","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.017336877622362835","mse","","","0.7735602624402932","false","","std","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.4453988558590394","","","86","Random","124","Random","179","Random","258","Random","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 86 neurons
Hidden Layer 2: 124 neurons
Hidden Layer 3: 179 neurons
Hidden Layer 4: 258 neurons
Output Layer: 1 neuron","Default (PyTorch)","27.402160954455912","NaN","NaN","NaN","NaN","NaN","NaN"
"fresh-sweep-6","finished","-","","","2024-08-21T13:20:51.000Z","6","cx89v8ve","","1024","4","relu","6","false","44","0.7047847092325044","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.0673764260672666","mse","","","0.7708107946680569","false","","none","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.563023932485768","","","454","Random","454","Default (PyTorch)","454","Random","454","Random","709","Random","1024","He","","","","Input Layer: 10 neurons
Hidden Layer 1: 454 neurons
Hidden Layer 2: 454 neurons
Hidden Layer 3: 454 neurons
Hidden Layer 4: 454 neurons
Hidden Layer 5: 709 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"pleasant-sweep-485","finished","-","","","2024-08-21T16:03:10.000Z","10","cx89v8ve","","1024","4","elish","5","false","16","0.4183920795621481","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.018891333882195365","mse","","","0.1932091714687281","true","","std","adadelta","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.807424673608519","","","334","Random","603","Random","603","Random","603","Random","333","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 334 neurons
Hidden Layer 2: 603 neurons
Hidden Layer 3: 603 neurons
Hidden Layer 4: 603 neurons
Hidden Layer 5: 333 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"dauntless-sweep-366","finished","-","","","2024-08-21T15:19:50.000Z","12","cx89v8ve","","1024","4","hardelish","6","true","63","0.5679068933046167","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","1.9610735727972928","0.04750297571622593","huber","","","0.43724927794084806","true","","min-max","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.3717034773937713","","","392","Default (PyTorch)","285","Random","207","Default (PyTorch)","150","Default (PyTorch)","109","Default (PyTorch)","79","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 392 neurons
Hidden Layer 2: 285 neurons
Hidden Layer 3: 207 neurons
Hidden Layer 4: 150 neurons
Hidden Layer 5: 109 neurons
Hidden Layer 6: 79 neurons
Output Layer: 1 neuron","Random","61.59201594184391","NaN","NaN","NaN","NaN","NaN","NaN"
"jolly-sweep-15","finished","-","","","2024-08-21T02:44:23.000Z","56","lc1hal2q","","1024","4","elish","3","true","23","0.5033210743351102","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","1.5136605734662087","0.07201891737887417","huber","","","0.5796380252175369","true","","min-max","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.2128839289466098","","","177","Default (PyTorch)","145","Default (PyTorch)","82","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 177 neurons
Hidden Layer 2: 145 neurons
Hidden Layer 3: 82 neurons
Output Layer: 1 neuron","Default (PyTorch)","23.856884041410357","NaN","NaN","NaN","NaN","NaN","NaN"
"cosmic-sweep-41","finished","-","","","2024-08-21T04:30:25.000Z","16","ist7tium","","1024","4","elish","4","true","88","0.2940319019860679","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","0.46407459805775897","0.05151565301967581","huber","","","0.3252004503929628","false","","std","nadam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.697510311345816","","","409","Random","240","Default (PyTorch)","141","Default (PyTorch)","141","Random","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 409 neurons
Hidden Layer 2: 240 neurons
Hidden Layer 3: 141 neurons
Hidden Layer 4: 141 neurons
Output Layer: 1 neuron","Default (PyTorch)","61.75211366276726","NaN","NaN","NaN","NaN","NaN","NaN"
"true-sweep-450","finished","-","","","2024-08-21T15:51:55.000Z","10","cx89v8ve","","1024","4","elish","2","false","78","0.6540366903916857","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.07059702351262029","mae","","","0.2004006723074712","false","","std","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.9153853157323877","","","228","Default (PyTorch)","119","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 228 neurons
Hidden Layer 2: 119 neurons
Output Layer: 1 neuron","LeCun","0","NaN","NaN","NaN","NaN","NaN","NaN"
"vital-sweep-491","finished","-","","","2024-08-21T16:04:57.000Z","7","cx89v8ve","","1024","4","squ","6","true","75","0.7289089112276235","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.06074792946749846","mae","","","0.7496722813216835","true","","none","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.52088481533107","","","29","Random","44","Random","28","Random","42","Random","63","Random","95","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 29 neurons
Hidden Layer 2: 44 neurons
Hidden Layer 3: 28 neurons
Hidden Layer 4: 42 neurons
Hidden Layer 5: 63 neurons
Hidden Layer 6: 95 neurons
Output Layer: 1 neuron","Default (PyTorch)","40.3023119370409","NaN","NaN","NaN","NaN","NaN","NaN"
"sparkling-sweep-209","finished","-","","","2024-08-21T05:24:54.000Z","10","ist7tium","","1024","4","ncu","4","true","29","0.7306854508358496","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.04374595013412905","mae","","","0.601177747037852","true","","min-max","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.5616755333939238","","","198","Default (PyTorch)","309","Default (PyTorch)","596","Default (PyTorch)","971","Default (PyTorch)","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 198 neurons
Hidden Layer 2: 309 neurons
Hidden Layer 3: 596 neurons
Hidden Layer 4: 971 neurons
Output Layer: 1 neuron","Default (PyTorch)","17.928219663617295","NaN","NaN","NaN","NaN","NaN","NaN"
"denim-sweep-479","finished","-","","","2024-08-21T16:01:17.000Z","11","cx89v8ve","","1024","4","leaky_relu","2","true","57","0.2584293203362948","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.05003882802552868","mse","","","0.8005531644380297","false","","std","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.2618865668589263","","","257","He","257","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 257 neurons
Hidden Layer 2: 257 neurons
Output Layer: 1 neuron","Random","4.721694344552127","NaN","NaN","NaN","NaN","NaN","NaN"
"glamorous-sweep-301","finished","-","","","2024-08-21T14:55:08.000Z","6","cx89v8ve","","1024","4","squ","7","true","48","0.789980195350066","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.0772510241297935","mse","","","0.4665327711476235","false","","none","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.4020419580604502","","","119","Random","84","Default (PyTorch)","52","Random","41","Default (PyTorch)","30","Random","15","Default (PyTorch)","12","Random","","Input Layer: 10 neurons
Hidden Layer 1: 119 neurons
Hidden Layer 2: 84 neurons
Hidden Layer 3: 52 neurons
Hidden Layer 4: 41 neurons
Hidden Layer 5: 30 neurons
Hidden Layer 6: 15 neurons
Hidden Layer 7: 12 neurons
Output Layer: 1 neuron","LeCun","39.80416915985166","NaN","NaN","NaN","NaN","NaN","NaN"
"clear-sweep-240","finished","-","","","2024-08-21T05:35:49.000Z","7","ist7tium","","1024","4","squ","6","false","36","0.44317701564234385","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","0.7296404745836483","0.09327273592400298","huber","","","0.6009991493416433","false","","none","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.2100004167135614","","","179","Default (PyTorch)","147","Default (PyTorch)","147","Default (PyTorch)","147","Default (PyTorch)","106","Default (PyTorch)","63","Default (PyTorch)","","","","Input Layer: 10 neurons
Hidden Layer 1: 179 neurons
Hidden Layer 2: 147 neurons
Hidden Layer 3: 147 neurons
Hidden Layer 4: 147 neurons
Hidden Layer 5: 106 neurons
Hidden Layer 6: 63 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"dandy-sweep-280","finished","-","","","2024-08-21T14:44:25.000Z","8","cx89v8ve","","1024","4","gcu","3","true","82","0.6484801948903816","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","1.8081123568909163","0.012638198457841412","huber","","","0.5319362294310475","false","","min-max","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.124240392918607","","","251","Default (PyTorch)","282","Default (PyTorch)","282","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 251 neurons
Hidden Layer 2: 282 neurons
Hidden Layer 3: 282 neurons
Output Layer: 1 neuron","Default (PyTorch)","54.71500401160592","NaN","NaN","NaN","NaN","NaN","NaN"
"woven-sweep-239","finished","-","","","2024-08-21T14:33:02.000Z","6","cx89v8ve","","1024","4","elish","2","true","27","0.5798003319536564","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.09689202113617656","mae","","","0.16807900291769448","true","","none","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.9008504377618505","","","510","Random","969","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 510 neurons
Hidden Layer 2: 969 neurons
Output Layer: 1 neuron","Random","69.94890642848532","NaN","NaN","NaN","NaN","NaN","NaN"
"leafy-sweep-116","finished","-","","","2024-08-21T13:55:04.000Z","11","cx89v8ve","","1024","4","ncu","4","false","33","0.2710911643334365","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.05892330642809909","mae","","","0.09195700185639614","true","","std","nadam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.559555295195099","","","250","Default (PyTorch)","250","Default (PyTorch)","250","Default (PyTorch)","250","Default (PyTorch)","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 250 neurons
Hidden Layer 2: 250 neurons
Hidden Layer 3: 250 neurons
Hidden Layer 4: 250 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"resilient-sweep-281","finished","-","","","2024-08-21T05:48:45.000Z","6","ist7tium","","1024","4","elish","2","true","56","0.488981043978348","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","1.211994578670763","0.010713250197575174","huber","","","0.8914053448029997","true","","none","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.2256554516943805","","","223","Default (PyTorch)","273","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 223 neurons
Hidden Layer 2: 273 neurons
Output Layer: 1 neuron","Default (PyTorch)","29.16011246452769","NaN","NaN","NaN","NaN","NaN","NaN"
"pretty-sweep-188","finished","-","","","2024-08-21T14:15:34.000Z","11","cx89v8ve","","1024","4","elish","6","false","70","0.5665887994257863","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.07419338623255506","mse","","","0.5918712523458733","false","","std","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.1338434540990934","","","304","Default (PyTorch)","268","Random","236","Default (PyTorch)","208","Random","183","Random","161","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 304 neurons
Hidden Layer 2: 268 neurons
Hidden Layer 3: 236 neurons
Hidden Layer 4: 208 neurons
Hidden Layer 5: 183 neurons
Hidden Layer 6: 161 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","NaN","NaN","NaN","NaN","NaN","NaN"
"toasty-sweep-136","finished","-","","","2024-08-21T05:01:16.000Z","12","ist7tium","","1024","4","elu","6","true","30","0.48407053304782416","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.04901032112581377","mse","","","0.5327420315365837","true","","std","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.3422676348046962","","","352","He","472","He","633","Default (PyTorch)","471","Default (PyTorch)","350","Default (PyTorch)","260","He","","","","Input Layer: 10 neurons
Hidden Layer 1: 352 neurons
Hidden Layer 2: 472 neurons
Hidden Layer 3: 633 neurons
Hidden Layer 4: 471 neurons
Hidden Layer 5: 350 neurons
Hidden Layer 6: 260 neurons
Output Layer: 1 neuron","Random","85.40155391634372","NaN","NaN","NaN","NaN","NaN","NaN"
