"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons"
"clear-sweep-13","finished","-","","","2024-07-31T03:40:28.000Z","16","hflbsxpa","ncu","11","0.3598444787571339","10000","","","0.03983513484446055","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.8679325071231343","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 24 neurons
Hidden Layer 2: 22 neurons
Hidden Layer 3: 12 neurons
Hidden Layer 4: 6 neurons
Hidden Layer 5: 4 neurons
Hidden Layer 6: 4 neurons
Hidden Layer 7: 4 neurons
Output Layer: 1 neuron","24","22","12","6","4","4","4"
"trim-sweep-3","finished","-","","","2024-07-29T11:42:37.000Z","35","cxuwpl54","squ","27","0.492488317987398","5000","","","0.011661696945272752","","","","none","","","","","","","","","","","nadam","none","","","","","","","","compress","0.3893211438440517","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 150 neurons
Hidden Layer 2: 116 neurons
Hidden Layer 3: 116 neurons
Hidden Layer 4: 89 neurons
Output Layer: 1 neuron","150","116","116","89","","",""
"wobbly-sweep-7","finished","-","","","2024-07-29T05:46:51.000Z","32","28r9axv2","squ","70","0.32277001486817425","5000","","","0.057306461083205806","","","","none","","","","","","","","","","","sgd","none","","","","","","","","expand","0.75965855939401","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 172 neurons
Hidden Layer 2: 235 neurons
Hidden Layer 3: 321 neurons
Hidden Layer 4: 270 neurons
Output Layer: 1 neuron","172","235","321","270","","",""
"magic-sweep-5","finished","-","","","2024-07-30T03:06:45.000Z","419","xxeoz0mu","ncu","56","0.4865981423090852","10000","","","0.0914543689462122","","","","std","","","","","","","","","","","nadam","none","","","","","","","","expand","0.16718350122352002","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 147 neurons
Hidden Layer 2: 213 neurons
Hidden Layer 3: 309 neurons
Hidden Layer 4: 448 neurons
Hidden Layer 5: 650 neurons
Hidden Layer 6: 943 neurons
Output Layer: 1 neuron","147","213","309","448","650","943",""
"resilient-sweep-16","finished","-","","","2024-07-29T04:02:20.000Z","412","dxmnzeyx","elish","28","0.5189301276378121","500","","","0.07386937712123828","","","","std","","","","","","","","","","","asgd","none","","","","","","","","compress","0.43509590480542776","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","false","","59","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 217 neurons
Hidden Layer 2: 109 neurons
Output Layer: 1 neuron","217","109","","","","",""
"apricot-sweep-12","finished","-","","","2024-07-29T08:43:16.000Z","263","45hzg2jd","gcu","89","0.31893666189076236","5000","","","0.06613665779147809","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","compress","0.8004174107988757","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 78 neurons
Hidden Layer 2: 39 neurons
Hidden Layer 3: 39 neurons
Hidden Layer 4: 64 neurons
Hidden Layer 5: 46 neurons
Hidden Layer 6: 46 neurons
Output Layer: 1 neuron","78","39","39","64","46","46",""
"pretty-sweep-5","finished","-","","","2024-07-29T08:13:14.000Z","285","45hzg2jd","squ","22","0.7689129829010628","5000","","","0.03173952947358685","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","compress","0.4048182539498704","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 14 neurons
Hidden Layer 2: 8 neurons
Hidden Layer 3: 4 neurons
Hidden Layer 4: 4 neurons
Hidden Layer 5: 4 neurons
Hidden Layer 6: 4 neurons
Output Layer: 1 neuron","14","8","4","4","4","4",""
"pious-sweep-24","finished","-","","","2024-07-29T20:04:15.000Z","420","zy9d9bjc","elu","99","0.7138889476810673","10000","","","0.037341378578595034","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.33463679715697814","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 258 neurons
Hidden Layer 2: 258 neurons
Hidden Layer 3: 258 neurons
Hidden Layer 4: 258 neurons
Hidden Layer 5: 258 neurons
Output Layer: 1 neuron","258","258","258","258","258","",""
"worthy-sweep-19","finished","-","","","2024-07-29T23:59:12.000Z","249","3wj0g9tl","gelu","51","0.3194314062928363","10000","","","0.05140179502384872","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","expand","0.8776708767311555","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 391 neurons
Hidden Layer 2: 532 neurons
Hidden Layer 3: 724 neurons
Output Layer: 1 neuron","391","532","724","","","",""
"lucky-sweep-39","finished","-","","","2024-07-29T15:10:39.000Z","436","cxuwpl54","elish","89","0.42813963936398336","5000","","","0.0926942060782514","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.392230894032557","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 423 neurons
Hidden Layer 2: 423 neurons
Hidden Layer 3: 423 neurons
Output Layer: 1 neuron","423","423","423","","","",""
"efficient-sweep-6","finished","-","","","2024-07-29T05:46:19.000Z","30","28r9axv2","ncu","41","0.7847034454232129","5000","","","0.040731773708437446","","","","none","","","","","","","","","","","sgd","none","","","","","","","","expand","0.636550529658123","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 21 neurons
Hidden Layer 2: 26 neurons
Hidden Layer 3: 28 neurons
Output Layer: 1 neuron","21","26","28","","","",""
"happy-sweep-6","finished","-","","","2024-07-31T00:43:44.000Z","417","bprx8wpd","ncu","21","0.5075450751978997","10000","","","0.011205886403438326","","","","std","","","","","","","","","","","adamw","none","","","","","","","","compress","0.5429890051329628","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 49 neurons
Hidden Layer 2: 37 neurons
Hidden Layer 3: 61 neurons
Hidden Layer 4: 61 neurons
Hidden Layer 5: 61 neurons
Output Layer: 1 neuron","49","37","61","61","61","",""
"revived-sweep-13","finished","-","","","2024-07-29T03:52:56.000Z","271","dxmnzeyx","elu","24","0.3196926034086792","500","","","0.073363771569028","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.1277151855950324","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","3","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","true","","59","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 129 neurons
Hidden Layer 2: 129 neurons
Hidden Layer 3: 129 neurons
Output Layer: 1 neuron","129","129","129","","","",""
"wise-sweep-6","finished","-","","","2024-07-29T18:16:47.000Z","18","zy9d9bjc","selu","5","0.33133408059481007","10000","","","0.043536560965757296","","","","none","","","","","","","","","","","sgd","none","","","","","","","","expand","0.6876896474313352","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 425 neurons
Hidden Layer 2: 486 neurons
Hidden Layer 3: 780 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","425","486","780","1024","1024","1024","1024"
"fast-sweep-8","finished","-","","","2024-07-29T12:12:24.000Z","293","cxuwpl54","elish","72","0.6151353815686644","5000","","","0.07279294248295537","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.8665621036937192","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 114 neurons
Hidden Layer 2: 114 neurons
Hidden Layer 3: 96 neurons
Hidden Layer 4: 99 neurons
Output Layer: 1 neuron","114","114","96","99","","",""
"misty-sweep-23","finished","-","","","2024-07-29T13:37:20.000Z","41","cxuwpl54","squ","50","0.7040120485573307","5000","","","0.0973335362805174","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.01965806560626181","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 320 neurons
Hidden Layer 2: 320 neurons
Hidden Layer 3: 320 neurons
Hidden Layer 4: 320 neurons
Hidden Layer 5: 320 neurons
Hidden Layer 6: 320 neurons
Hidden Layer 7: 320 neurons
Output Layer: 1 neuron","320","320","320","320","320","320","320"
"eternal-sweep-15","finished","-","","","2024-07-29T06:25:53.000Z","33","28r9axv2","ncu","42","0.5285032874231537","5000","","","0.050030576138968386","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.24238856797164643","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 436 neurons
Hidden Layer 2: 243 neurons
Hidden Layer 3: 341 neurons
Hidden Layer 4: 256 neurons
Hidden Layer 5: 150 neurons
Output Layer: 1 neuron","436","243","341","256","150","",""
"rich-sweep-42","finished","-","","","2024-07-29T15:33:42.000Z","273","cxuwpl54","squ","59","0.3954121236447225","5000","","","0.08719539137125908","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.2738395361237835","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 152 neurons
Hidden Layer 2: 152 neurons
Hidden Layer 3: 122 neurons
Hidden Layer 4: 122 neurons
Hidden Layer 5: 106 neurons
Hidden Layer 6: 106 neurons
Output Layer: 1 neuron","152","152","122","122","106","106",""
"vibrant-sweep-11","finished","-","","","2024-07-29T03:43:20.000Z","284","dxmnzeyx","elish","44","0.6992793316904038","500","","","0.09504309402111805","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","expand","0.3280357948445963","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","false","","59","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 120 neurons
Hidden Layer 2: 215 neurons
Output Layer: 1 neuron","120","215","","","","",""
"dulcet-sweep-5","finished","-","","","2024-07-29T22:52:15.000Z","418","3wj0g9tl","gcu","5","0.7267643383500768","10000","","","0.0004556686108887082","","","","std","","","","","","","","","","","asgd","none","","","","","","","","expand","0.7861744202043498","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 247 neurons
Hidden Layer 2: 448 neurons
Hidden Layer 3: 740 neurons
Hidden Layer 4: 522 neurons
Hidden Layer 5: 327 neurons
Hidden Layer 6: 430 neurons
Hidden Layer 7: 430 neurons
Output Layer: 1 neuron","247","448","740","522","327","430","430"
"deft-sweep-6","finished","-","","","2024-07-29T08:18:01.000Z","30","45hzg2jd","mish","94","0.32663496137173853","5000","","","0.07317960989040243","","","","none","","","","","","","","","","","sgd","none","","","","","","","","compress","0.8543078917781107","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 409 neurons
Hidden Layer 2: 229 neurons
Output Layer: 1 neuron","409","229","","","","",""
"youthful-sweep-2","finished","-","","","2024-07-31T02:35:15.000Z","15","hflbsxpa","elish","30","0.6020325628556893","10000","","","0.08112049370274187","","","","none","","","","","","","","","","","adamax","none","","","","","","","","compress","0.12148311836343884","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 32 neurons
Hidden Layer 2: 23 neurons
Hidden Layer 3: 28 neurons
Hidden Layer 4: 45 neurons
Hidden Layer 5: 45 neurons
Hidden Layer 6: 35 neurons
Hidden Layer 7: 51 neurons
Output Layer: 1 neuron","32","23","28","45","45","35","51"
"fancy-sweep-21","finished","-","","","2024-07-29T09:37:13.000Z","37","45hzg2jd","squ","74","0.30082899228693094","5000","","","0.057629912832742984","","","","none","","","","","","","","","","","adamw","none","","","","","","","","expand","0.524185175242977","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 191 neurons
Hidden Layer 2: 319 neurons
Hidden Layer 3: 319 neurons
Hidden Layer 4: 319 neurons
Hidden Layer 5: 319 neurons
Output Layer: 1 neuron","191","319","319","319","319","",""
"logical-sweep-1","finished","-","","","2024-07-29T05:30:05.000Z","423","28r9axv2","squ","92","0.47013926814574086","5000","","","0.05008552415140617","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.3106298283061064","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 301 neurons
Hidden Layer 2: 496 neurons
Hidden Layer 3: 818 neurons
Hidden Layer 4: 1024 neurons
Output Layer: 1 neuron","301","496","818","1024","","",""
"genial-sweep-4","finished","-","","","2024-07-29T05:38:19.000Z","34","28r9axv2","elish","91","0.7194256061416893","5000","","","0.06448298069006206","","","","none","","","","","","","","","","","asgd","none","","","","","","","","compress","0.8753764258994217","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 300 neurons
Hidden Layer 2: 161 neurons
Hidden Layer 3: 136 neurons
Hidden Layer 4: 103 neurons
Output Layer: 1 neuron","300","161","136","103","","",""
"exalted-sweep-4","finished","-","","","2024-07-29T18:08:40.000Z","428","zy9d9bjc","leaky_relu","11","0.3560495848216888","10000","","","0.07533741846523184","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.882426689501456","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 122 neurons
Hidden Layer 2: 197 neurons
Hidden Layer 3: 251 neurons
Hidden Layer 4: 340 neurons
Output Layer: 1 neuron","122","197","251","340","","",""
"classic-sweep-3","finished","-","","","2024-07-29T22:41:48.000Z","275","3wj0g9tl","hardelish","52","0.507789868949904","10000","","","0.060224159380904536","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.037645253845596464","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","25","NaN","NaN","-Infinity","Infinity","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 428 neurons
Hidden Layer 2: 428 neurons
Hidden Layer 3: 428 neurons
Hidden Layer 4: 428 neurons
Hidden Layer 5: 428 neurons
Output Layer: 1 neuron","428","428","428","428","428","",""
"neat-sweep-11","finished","-","","","2024-07-29T08:38:12.000Z","301","45hzg2jd","ncu","13","0.5713718409861674","5000","","","0.06362634125305289","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","maintain","0.7459288482539226","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 283 neurons
Hidden Layer 2: 283 neurons
Hidden Layer 3: 283 neurons
Hidden Layer 4: 283 neurons
Hidden Layer 5: 283 neurons
Output Layer: 1 neuron","283","283","283","283","283","",""
"devoted-sweep-14","finished","-","","","2024-07-29T23:36:23.000Z","425","3wj0g9tl","ncu","4","0.6284508179630548","10000","","","0.08008886703828333","","","","std","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.5626886755410944","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 181 neurons
Hidden Layer 2: 181 neurons
Output Layer: 1 neuron","181","181","","","","",""
"cerulean-sweep-17","finished","-","","","2024-07-29T04:09:16.000Z","422","dxmnzeyx","swish","11","0.5448270499261402","500","","","0.03023949033017775","","","","std","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.11887700660365044","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","true","","59","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 104 neurons
Hidden Layer 2: 104 neurons
Output Layer: 1 neuron","104","104","","","","",""
"decent-sweep-18","finished","-","","","2024-07-29T19:34:49.000Z","423","zy9d9bjc","elish","32","0.5741377891441022","10000","","","0.0008304447392622293","","","","std","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.3195780997503173","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","35","NaN","NaN","0.6532199843608174","0.12025637924671172","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 154 neurons
Hidden Layer 2: 154 neurons
Hidden Layer 3: 154 neurons
Hidden Layer 4: 154 neurons
Hidden Layer 5: 154 neurons
Hidden Layer 6: 154 neurons
Hidden Layer 7: 154 neurons
Output Layer: 1 neuron","154","154","154","154","154","154","154"
"azure-sweep-22","finished","-","","","2024-07-30T00:17:51.000Z","16","3wj0g9tl","ncu","70","0.20585311828610003","10000","","","0.008342692377282029","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.29570238813676647","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 265 neurons
Hidden Layer 2: 196 neurons
Hidden Layer 3: 147 neurons
Hidden Layer 4: 173 neurons
Hidden Layer 5: 173 neurons
Hidden Layer 6: 249 neurons
Output Layer: 1 neuron","265","196","147","173","173","249",""
"faithful-sweep-14","finished","-","","","2024-07-29T06:20:49.000Z","298","28r9axv2","leaky_relu","7","0.5916595661857058","5000","","","0.08434211401696544","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","compress","0.7288396005019536","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 450 neurons
Hidden Layer 2: 411 neurons
Hidden Layer 3: 375 neurons
Output Layer: 1 neuron","450","411","375","","","",""
"flowing-sweep-15","finished","-","","","2024-07-29T19:07:37.000Z","28","zy9d9bjc","ncu","81","0.5102138694775256","10000","","","0.09735633481135736","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.8967852515085067","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 220 neurons
Hidden Layer 2: 345 neurons
Hidden Layer 3: 541 neurons
Hidden Layer 4: 848 neurons
Output Layer: 1 neuron","220","345","541","848","","",""
"laced-sweep-6","finished","-","","","2024-07-29T12:00:22.000Z","436","cxuwpl54","selu","94","0.2725606326436161","5000","","","0.0576976444576451","","","","std","","","","","","","","","","","asgd","none","","","","","","","","compress","0.13363925601334192","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 225 neurons
Hidden Layer 2: 121 neurons
Hidden Layer 3: 67 neurons
Hidden Layer 4: 40 neurons
Output Layer: 1 neuron","225","121","67","40","","",""
"desert-sweep-32","finished","-","","","2024-07-29T14:24:05.000Z","283","cxuwpl54","elish","47","0.7941916161914035","5000","","","0.0676387852362126","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","compress","0.5994269794007004","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","199","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 452 neurons
Hidden Layer 2: 255 neurons
Hidden Layer 3: 143 neurons
Hidden Layer 4: 80 neurons
Output Layer: 1 neuron","452","255","143","80","","",""
"northern-sweep-10","finished","-","","","2024-07-31T01:04:29.000Z","421","bprx8wpd","squ","18","0.37966057743997983","10000","","","0.09042355852242476","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.5696423119231774","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 40 neurons
Hidden Layer 2: 40 neurons
Hidden Layer 3: 40 neurons
Hidden Layer 4: 40 neurons
Output Layer: 1 neuron","40","40","40","40","","",""
