"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_scale_factor","hidden_layer_2_strategy","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_scale_factor","hidden_layer_3_strategy","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_scale_factor","hidden_layer_4_strategy","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_scale_factor","hidden_layer_5_strategy","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_scale_factor","hidden_layer_6_strategy","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_scale_factor","hidden_layer_7_strategy","hidden_layer_7_weight_init","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","output_layer_weight_init","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial.distribution","parameters.hidden_dim_initial.max","parameters.hidden_dim_initial.min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor.distribution","parameters.hidden_dim_scale_factor.max","parameters.hidden_dim_scale_factor.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.loss_functions","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor.distribution","parameters.penalty_factor.max","parameters.penalty_factor.min","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","parameters.weight_init_strategys","penalty_factor","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","weight_init_strategy","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_9_weight_init","model_architecture","test_accuracy","test_loss","train_accuracy","train_loss","train_val_accuracy","train_val_loss","val_accuracy","val_loss"
"rose-sweep-12","finished","-","","","2024-08-24T03:33:42.000Z","160","ovtczrgl","","1024","4","elu","3","true","16","0.5612794110927009","10000","","","","302","","","","","","","","","","1.1770103170952415","true","compress","Default (PyTorch)","256","1.1770103170952415","compress","Default (PyTorch)","217","1.1770103170952415","compress","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","1.682970455842761","0.037074461643256285","huber","","","0.5220898276458654","false","","std","sgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.112132000515817","","","false","","","","","","","","individual","","0.827052089611497","0.03401292718222571","16","","","302","","","0.9170827756845852","0.006875266088172793","0.7906261520037863","0.043837408224741616","0.7820367465749529","0.047581757729252175","0.7734473411461196","0.05132610723376274"
"northern-sweep-62","finished","-","","","2024-08-24T20:50:01.000Z","214","gi6zas44","","1024","4","selu","","false","37","0.34637261321398327","10000","","","","470","","","","","","","","","","1.6688468999785924","true","expand","Default (PyTorch)","784","1.6688468999785924","expand","Default (PyTorch)","1024","1.6688468999785924","expand","Default (PyTorch)","613","1.6688468999785924","compress","Default (PyTorch)","1023","1.6688468999785924","expand","Default (PyTorch)","612","1.6688468999785924","compress","Default (PyTorch)","612","1.6688468999785924","maintain","Default (PyTorch)","7","","","1.994001208439012","0.07832912632094385","huber","","","0.7028217959526027","true","","std","adadelta","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.988006581464759","","","true","","","","","","","","uniform","","0.8396216067901298","0.02876086599038293","20","","","","","","0.916550576135812","0.006963806343264878","0.8121528362488539","0.0352865569293499","0.8011571221172886","0.03965939581394195","0.7901614079857234","0.04403223469853401"
"dutiful-sweep-27","finished","-","","","2024-08-25T23:10:39.000Z","164","02pkstq1","","1024","4","elish","","false","44","0.29165641606551174","10000","","","","146","","","","","","","","","","1.1264933155990648","true","compress","Random","129","1.1264933155990648","compress","Random","114","1.1264933155990648","compress","Random","128","1.1264933155990648","expand","Random","113","1.1264933155990648","compress","Random","","","","","","","","","5","","","","0.06682261252356199","mse","","","0.0709967457352931","false","","min-max","adadelta","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.108853193687881","","","true","","","","","","","","uniform","","0.783491170104404","0.05569840098420779","16","","","","","","0.9163227596275728","0.007001880556344986","0.7165114952732607","0.08036573231220245","0.7170753753428197","0.08004666119813919","0.7176392554123787","0.07972759008407593"
"feasible-sweep-41","finished","-","","","2024-08-22T21:21:59.000Z","265","88sdi8nj","","1024","4","swish","4","false","16","0.6757921790709651","10000","","","","","","512","8","","2","1.01","","","","1.3215152355211597","false","maintain","Default (PyTorch)","158","","","Random","158","","","Random","158","","","Random","","","","","","","","","","","","","","7","2","","0.02380168191406352","mse","","","0.2859881308916024","false","","min-max","adamax","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","0.8634829437862667","0.021313519773280453","29","","","158","","Input Layer: 10 neurons
Hidden Layer 1: 158 neurons
Hidden Layer 2: 158 neurons
Hidden Layer 3: 158 neurons
Hidden Layer 4: 158 neurons
Output Layer: 1 neuron","0.9159020585980532","0.007072463748045266","0.8814785558267936","0.014047332728902498","0.8372733863803732","0.02843404778589805","0.7930682169339529","0.0428207628428936"
"hardy-sweep-9","finished","-","","","2024-08-23T00:21:00.000Z","170","i8k2uob8","","1024","4","gelu","3","false","43","0.2298385368479172","10000","","","","","","512","8","","2","1.01","","","","1.7503883429491447","false","compress","Xavier","178","","","Random","132","","","Random","","","","","","","","","","","","","","","","","","7","2","","0.07707509997128838","mse","","","0.8048255144988434","true","","none","asgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","0.7624681960138004","0.06818898891409238","17","","","313","","Input Layer: 10 neurons
Hidden Layer 1: 313 neurons
Hidden Layer 2: 178 neurons
Hidden Layer 3: 132 neurons
Output Layer: 1 neuron","0.9158613380158156","0.007079314440488815","0.6878583697967132","0.09743239730596542","0.6857716250127928","0.09874382615089417","0.6836848802288722","0.1000552549958229"
"playful-sweep-32","finished","-","","","2024-08-25T15:35:37.000Z","359","3vqhfez0","","1024","4","elu","","false","42","0.3107119699309759","10000","","","","488","","","","","","","","","","1.1156010272384742","false","expand","He","544","1.1156010272384742","expand","He","","","","","","","","","","","","","","","","","","","","","2","","","1.3510381182542652","0.03246399668795112","huber","","","0.8985053387117944","false","","min-max","sgd","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.064142783076303","","","false","","","","","","","","uniform","","0.7826639650298007","0.056267457315698266","41","","","","","","0.9133787977118242","0.0075032326858490705","0.6902144425252068","0.0959670916199684","0.717306548688789","0.08064956963062286","0.7443986548523711","0.06533204764127731"
"earthy-sweep-10","finished","-","","","2024-08-24T06:02:33.000Z","284","w9h53t7f","","1024","4","leaky_relu","","true","50","0.6760056245793113","10000","","","","442","","","","","","","","","","1.2670260483468894","true","expand","Random","560","1.2670260483468894","expand","Random","709","1.2670260483468894","expand","Random","","","","","","","","","","","","","","","","","3","","","","0.04248086801360217","mse","","","0.6720661884173246","false","","min-max","adamax","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1148513258270731","","","false","","","","","","","","uniform","","0.7675159165124503","0.06498940502448629","30","","","","","","0.912717043644452","0.007618314470164478","0.6704550088389435","0.10859990119934082","0.6949153529464493","0.0936749503016472","0.7193756970539551","0.07874999940395355"
"electric-sweep-3","finished","-","","","2024-08-23T19:22:16.000Z","314","b6xzs45u","","1024","4","hardelish","2","true","47","0.4217991000987599","10000","","","","","","512","8","","2","1.01","","","","1.247765901423659","false","maintain","Random","109","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","7","2","0.7526953250269525","0.08883779686443627","huber","","","0.6707283670696911","true","","min-max","adamw","sigmoid","LeCun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.45536989114886","100","1","true","","","","","","","","","","0.6732308774300829","0.135746653812627","35","","","109","","Input Layer: 10 neurons
Hidden Layer 1: 109 neurons
Hidden Layer 2: 109 neurons
Output Layer: 1 neuron","0.9070868339729368","0.008632856421172619","0.6056631586123922","0.15550154447555542","0.5563028991586558","0.1993035525083542","0.5069426397049194","0.24310556054115295"
"spring-sweep-5","finished","-","","","2024-08-23T19:30:33.000Z","172","b6xzs45u","","1024","4","relu","6","false","46","0.21841683033708692","10000","","","","","","512","8","","2","1.01","","","","1.4972535840939134","true","maintain","Random","255","","","Random","381","","","Default (PyTorch)","570","","","He","853","","","Default (PyTorch)","1024","","","He","","","","","","7","2","","0.0037866220157447583","mse","","","0.22209643080686223","true","","min-max","sgd","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","0.7498285822369154","0.07600903945664565","16","","","255","","Input Layer: 10 neurons
Hidden Layer 1: 255 neurons
Hidden Layer 2: 255 neurons
Hidden Layer 3: 381 neurons
Hidden Layer 4: 570 neurons
Hidden Layer 5: 853 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","0.9064553144700668","0.008750608190894127","0.6298498606189855","0.13701112568378448","0.6715152161203397","0.1096382550895214","0.7131805716216938","0.08226538449525833"
"sleek-sweep-33","finished","-","","","2024-08-22T20:56:44.000Z","388","88sdi8nj","","1024","4","relu","2","true","14","0.4062635656263458","10000","","","","","","512","8","","2","1.01","","","","1.1520562249541697","false","expand","Default (PyTorch)","145","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","7","2","","0.023340257171022397","mae","","","0.5605087998621688","false","","std","adamax","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.83728653268643","100","1","false","","","","","","","","","","0.8177574574639771","0.03752026378303223","45","","","126","","Input Layer: 10 neurons
Hidden Layer 1: 126 neurons
Hidden Layer 2: 145 neurons
Output Layer: 1 neuron","0.9060854299188748","0.008819946473522577","0.7488850481572964","0.06305871903896332","0.7735934712365282","0.051870422437787056","0.7983018943157602","0.040682125836610794"
